Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,2,3,1638,1540,1749,1715,US,1683,N406US,71,95,59,34,58,PIT,CLT,366,3,9,0,,0,34,0,0,0,0
2008,1,2,3,707,700,858,833,US,1705,N417US,111,93,74,25,7,PIT,CLT,366,4,33,0,,0,7,0,18,0,0
2008,1,2,3,1029,1035,1207,1204,US,1756,N532AU,98,89,70,3,-6,PIT,CLT,366,4,24,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1909,1910,2026,2039,US,1897,N106US,77,89,58,-13,-1,PIT,CLT,366,9,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1533,1535,1630,1634,US,1698,N511AU,57,59,43,-4,-2,PIT,DCA,205,2,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1832,1815,1948,1946,US,1119,N746UW,196,211,178,2,17,PIT,DEN,1290,8,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,828,830,1118,1114,US,957,N406US,170,164,140,4,-2,PIT,FLL,994,4,26,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2128,2055,2246,2250,US,1077,N122US,258,295,244,-4,33,PIT,LAS,1910,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,836,835,1017,1029,US,1471,N111US,281,294,249,-12,1,PIT,LAS,1910,5,27,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1830,1815,2031,2033,US,1445,N749US,301,318,283,-2,15,PIT,LAX,2136,9,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,932,935,1106,1058,US,1856,N769US,94,83,66,8,-3,PIT,LGA,335,5,23,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1318,1320,1530,1537,US,1475,N725UW,132,137,118,-7,-2,PIT,MCO,834,3,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,952,935,1237,1155,US,1791,N459UW,165,140,136,42,17,PIT,MCO,834,7,22,0,,0,17,0,25,0,0
2008,1,2,3,1132,1130,1405,1404,US,1879,N732US,153,154,137,1,2,PIT,PBI,952,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1628,1540,1731,1703,US,1027,N459UW,63,83,43,28,48,PIT,PHL,267,8,12,0,,0,1,0,0,0,27
2008,1,2,3,1656,1700,1759,1811,US,1465,N703UW,63,71,46,-12,-4,PIT,PHL,267,7,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1758,1800,1936,1916,US,1607,N455UW,98,76,53,20,-2,PIT,PHL,267,14,31,0,,0,0,0,20,0,0
2008,1,2,3,755,730,910,844,US,1810,N755US,75,74,51,26,25,PIT,PHL,267,3,21,0,,0,0,0,1,0,25
2008,1,2,3,1835,1830,2101,2114,US,309,N654AW,266,284,236,-13,5,PIT,PHX,1813,5,25,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,820,730,1111,1010,US,1551,N113UW,291,280,241,61,50,PIT,PHX,1813,5,45,0,,0,27,0,11,0,23
2008,1,2,3,1825,1810,2051,2055,US,1959,N732US,146,165,127,-4,15,PIT,RSW,966,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1835,1815,2059,2048,US,1260,N767UW,324,333,306,11,20,PIT,SFO,2254,7,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,744,745,1022,1009,US,1572,N709UW,158,144,126,13,-1,PIT,TPA,873,2,30,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,804,810,1023,1027,US,1226,N418US,139,137,116,-4,-6,PVD,CLT,683,5,18,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,637,630,900,854,US,1669,N440US,143,144,120,6,7,PVD,CLT,683,4,19,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1838,1845,2045,2101,US,1871,N715UW,127,136,106,-16,-7,PVD,CLT,683,11,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1747,1700,1947,1914,US,1923,N722US,120,134,108,33,47,PVD,CLT,683,3,9,0,,0,33,0,0,0,0
2008,1,2,3,615,610,735,744,US,925,N740UW,80,94,64,-9,5,PVD,DCA,357,2,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1845,1900,2003,2029,US,1747,N458UW,78,89,62,-26,-15,PVD,DCA,357,8,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1520,1530,1642,1700,US,949,N954UW,82,90,57,-18,-10,PVD,PHL,238,9,16,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1754,1759,1904,1919,US,1467,N951UW,70,80,54,-15,-5,PVD,PHL,238,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,704,705,818,829,US,1955,N419US,74,84,59,-11,-1,PVD,PHL,238,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1116,1120,1209,1215,US,944,N702UW,53,55,40,-6,-4,RDU,CLT,130,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1842,1800,2021,1856,US,1089,N430US,99,56,41,85,42,RDU,CLT,130,6,52,0,,0,0,0,43,0,42
2008,1,2,3,558,600,643,658,US,1219,N590US,45,58,34,-15,-2,RDU,CLT,130,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1435,1430,1541,1526,US,1412,N702UW,66,56,46,15,5,RDU,CLT,130,4,16,0,,0,5,0,10,0,0
2008,1,2,3,723,730,818,827,US,1432,N577US,55,57,38,-9,-7,RDU,CLT,130,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1249,1255,1355,1350,US,1499,N764US,66,55,43,5,-6,RDU,CLT,130,4,19,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2006,1955,2101,2051,US,1882,N950UW,55,56,40,10,11,RDU,CLT,130,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1815,1750,1939,1921,US,706,N530AU,84,91,69,18,25,RDU,PHL,336,6,9,0,,0,7,0,0,0,11
2008,1,2,3,656,700,801,828,US,992,N721UW,65,88,54,-27,-4,RDU,PHL,336,4,7,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1135,1140,1248,1302,US,1146,N950UW,73,82,60,-14,-5,RDU,PHL,336,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1538,1545,1701,1711,US,1238,N705UW,83,86,63,-10,-7,RDU,PHL,336,13,7,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,934,940,1046,1103,US,1950,N949UW,72,83,62,-17,-6,RDU,PHL,336,2,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1706,1710,2008,2014,US,94,N830AW,302,304,276,-6,-4,RDU,PHX,1891,15,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,551,555,704,708,US,995,N723UW,73,73,61,-4,-4,RIC,CLT,256,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1752,1800,1924,1915,US,1673,N750UW,92,75,61,9,-8,RIC,CLT,256,13,18,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,708,710,825,824,US,1772,N712US,77,74,60,1,-2,RIC,CLT,256,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,740,745,842,852,US,1664,N954UW,62,67,47,-10,-5,RIC,PHL,198,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1803,1805,1920,1912,US,1864,N948UW,77,67,46,8,-2,RIC,PHL,198,14,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1358,1400,1507,1516,US,573,N650AW,69,76,55,-9,-2,RNO,LAS,345,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,613,615,912,900,US,122,N802AW,119,105,91,12,-2,RNO,PHX,601,7,21,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1601,1608,1849,1851,US,548,N334AW,108,103,92,-2,-7,RNO,PHX,601,7,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1244,1244,1520,1526,US,614,N676AW,96,102,85,-6,0,RNO,PHX,601,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,806,810,1017,1014,US,1495,N530AU,131,124,94,3,-4,ROC,CLT,573,12,25,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1345,1345,1531,1538,US,994,N426US,106,113,96,-7,0,RSW,CLT,600,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1914,1913,2101,2105,US,1142,N404US,107,112,94,-4,1,RSW,CLT,600,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1139,1150,1327,1341,US,1466,N760US,108,111,90,-14,-11,RSW,CLT,600,8,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1504,1500,1651,1650,US,1795,N188US,107,110,92,1,4,RSW,CLT,600,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1311,1255,1512,1448,US,1836,N458UW,121,113,98,24,16,RSW,CLT,600,8,15,0,,0,16,0,8,0,0
2008,1,2,3,827,830,1010,1019,US,1870,N162UW,103,109,86,-9,-3,RSW,CLT,600,7,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,711,705,916,919,US,1118,N765US,125,134,111,-3,6,RSW,DCA,892,2,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1346,1350,1550,1606,US,1120,N704US,124,136,108,-16,-4,RSW,DCA,892,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1815,1815,2032,2055,US,1280,N745VJ,137,160,126,-23,0,RSW,PHL,992,3,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,744,745,1008,1027,US,1438,N423US,144,162,121,-19,-1,RSW,PHL,992,11,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1700,1630,1943,1913,US,1928,N452UW,163,163,149,30,30,RSW,PHL,992,5,9,0,,0,1,0,0,0,29
2008,1,2,3,812,815,1027,1039,US,972,N732US,135,144,120,-12,-3,RSW,PIT,966,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2227,2235,539,601,US,936,N118US,252,266,233,-22,-8,SAN,CLT,2077,3,16,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1303,1300,2034,2028,US,1136,N161UW,271,268,249,6,3,SAN,CLT,2077,7,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1125,1130,1243,1249,US,96,N625AW,78,79,56,-6,-5,SAN,LAS,258,6,16,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2052,2100,2201,2216,US,199,N156AW,69,76,49,-15,-8,SAN,LAS,258,5,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1342,1350,1457,1501,US,888,N748UW,75,71,52,-4,-8,SAN,LAS,258,5,18,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1144,1132,2010,1935,US,603,N661AW,326,303,299,35,12,SAN,PHL,2369,8,19,0,,0,12,0,23,0,0
2008,1,2,3,2222,2200,620,605,US,1508,N171US,298,305,275,15,22,SAN,PHL,2369,7,16,0,,0,0,0,0,0,15
2008,1,2,3,946,950,1220,1206,US,42,N913AW,94,76,50,14,-4,SAN,PHX,304,30,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,630,635,858,856,US,183,N649AW,88,81,49,2,-5,SAN,PHX,304,6,33,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,726,725,938,942,US,225,N168AW,72,77,49,-4,1,SAN,PHX,304,9,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1612,1620,1824,1836,US,277,N175AW,72,76,48,-12,-8,SAN,PHX,304,11,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,939,945,1152,1201,US,685,N633AW,73,76,49,-9,-6,SAN,PHX,304,7,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1305,1245,1519,1501,US,1162,N113UW,74,76,52,18,20,SAN,PHX,304,8,14,0,,0,1,0,0,0,17
2008,1,2,3,1228,1230,1452,1446,US,1428,N742PS,84,76,58,6,-2,SAN,PHX,304,10,16,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1914,1915,2128,2132,US,1514,N191UW,74,77,48,-4,-1,SAN,PHX,304,11,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,653,700,913,917,US,1542,N192UW,80,77,52,-4,-7,SAN,PHX,304,5,23,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1525,1525,1653,1653,US,73,N166AW,148,148,131,0,0,SAT,PHX,843,8,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,844,844,1028,1011,US,88,N309AW,164,147,130,17,0,SAT,PHX,843,11,23,0,,0,0,0,17,0,0
2008,1,2,3,707,710,803,817,US,1006,N512AU,56,67,41,-14,-3,SAV,CLT,213,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1846,1800,1939,1904,US,1767,N527AU,53,64,40,35,46,SAV,CLT,213,4,9,0,,0,5,0,0,0,30
2008,1,2,3,2245,2230,624,613,US,1548,N181UW,279,283,251,11,15,SEA,CLT,2279,7,21,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1247,1250,1537,1512,US,291,N628AW,170,142,127,25,-3,SEA,LAS,866,5,38,0,,0,0,0,25,0,0
2008,1,2,3,800,800,1048,1027,US,293,N307AW,168,147,139,21,0,SEA,LAS,866,9,20,0,,0,0,0,21,0,0
2008,1,2,3,2033,2039,2307,2301,US,532,N166AW,154,142,131,6,-6,SEA,LAS,866,8,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1501,1505,1723,1728,US,1473,N111US,142,143,124,-5,-4,SEA,LAS,866,3,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,844,840,1703,1642,US,752,N178US,319,302,289,21,4,SEA,PHL,2378,9,21,0,,0,4,0,17,0,0
2008,1,2,3,2240,2240,631,640,US,1532,N183UW,291,300,272,-9,0,SEA,PHL,2378,2,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1752,1755,2134,2141,US,72,N905AW,162,166,144,-7,-3,SEA,PHX,1107,6,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1500,1455,1858,1841,US,152,N627AW,178,166,157,17,5,SEA,PHX,1107,3,18,0,,0,0,0,12,0,5
2008,1,2,3,812,820,1255,1213,US,273,N303AW,223,173,147,42,-8,SEA,PHX,1107,4,72,0,,0,0,0,42,0,0
2008,1,2,3,522,525,917,911,US,274,N652AW,175,166,153,6,-3,SEA,PHX,1107,5,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1129,1125,1532,1516,US,592,N155AW,183,171,157,16,4,SEA,PHX,1107,5,21,0,,0,4,0,12,0,0
2008,1,2,3,2245,2230,629,620,US,784,N178US,284,290,259,9,15,SFO,CLT,2296,5,20,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1311,1300,2050,2050,US,1408,N179UW,279,290,265,0,11,SFO,CLT,2296,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,721,720,1506,1507,US,1533,N184US,285,287,268,-1,1,SFO,CLT,2296,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,859,900,1636,1647,US,1630,N110UW,277,287,260,-11,-1,SFO,CLT,2296,9,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,845,855,1023,1025,US,67,N805AW,98,90,70,-2,-10,SFO,LAS,414,6,22,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2044,2045,2203,2216,US,465,N806AW,79,91,61,-13,-1,SFO,LAS,414,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1540,1550,1710,1718,US,471,N803AW,90,88,73,-8,-10,SFO,LAS,414,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1202,1200,1331,1330,US,572,N838AW,89,90,72,1,2,SFO,LAS,414,8,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1327,1335,1449,1505,US,581,N819AW,82,90,66,-16,-8,SFO,LAS,414,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,656,700,1506,1519,US,651,N806AW,310,319,292,-13,-4,SFO,PHL,2521,8,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1042,1050,1904,1909,US,658,N821AW,322,319,294,-5,-8,SFO,PHL,2521,17,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1320,1320,2127,2139,US,912,N123UW,307,319,292,-12,0,SFO,PHL,2521,6,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2204,2200,603,619,US,942,N187US,299,319,283,-16,4,SFO,PHL,2521,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1538,1545,1829,1839,US,128,N823AW,111,114,90,-10,-7,SFO,PHX,651,11,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1703,1715,1955,2009,US,408,N807AW,112,114,87,-14,-12,SFO,PHX,651,7,18,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2002,1925,2247,2220,US,412,N168AW,105,115,89,27,37,SFO,PHX,651,7,9,0,,0,7,0,0,0,20
2008,1,2,3,901,910,1147,1205,US,570,N658AW,106,115,90,-18,-9,SFO,PHX,651,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1222,1225,1517,1521,US,683,N833AW,115,116,93,-4,-3,SFO,PHX,651,10,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,610,600,904,850,US,1578,N171US,114,110,94,14,10,SFO,PHX,651,9,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2244,2225,630,607,US,1485,N767UW,286,282,264,23,19,SFO,PIT,2254,4,18,0,,0,19,0,4,0,0
2008,1,2,3,653,700,807,823,US,135,N632AW,74,83,58,-16,-7,SJC,LAS,386,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,925,934,1050,1059,US,165,N332AW,85,85,61,-9,-9,SJC,LAS,386,6,18,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2019,2025,2141,2153,US,187,N678AW,82,88,58,-12,-6,SJC,LAS,386,10,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1340,1347,1504,1512,US,514,N651AW,84,85,60,-8,-7,SJC,LAS,386,7,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,905,910,1204,1201,US,143,N619AW,119,111,85,3,-5,SJC,PHX,621,12,22,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,610,615,914,915,US,202,N314AW,124,120,90,-1,-5,SJC,PHX,621,11,23,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1609,1612,1851,1903,US,208,N602AW,102,111,89,-12,-3,SJC,PHX,621,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1855,1905,2142,2154,US,222,N819AW,107,109,85,-12,-10,SJC,PHX,621,12,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1355,1245,1638,1533,US,425,N302AW,103,108,87,65,70,SJC,PHX,621,7,9,0,,0,65,0,0,0,0
2008,1,2,3,1735,1625,2020,1934,US,922,N740UW,225,249,201,46,70,SJU,BOS,1674,8,16,0,,0,1,0,0,0,45
2008,1,2,3,1740,1725,2021,2015,US,791,N253AY,221,230,184,6,15,SJU,CLT,1474,16,21,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1941,1835,2215,2124,US,826,N121UW,214,229,196,51,66,SJU,CLT,1474,5,13,0,,0,13,0,0,0,38
2008,1,2,3,1722,1520,1953,1809,US,968,N929UW,211,229,189,104,122,SJU,CLT,1474,4,18,0,,0,5,0,0,0,99
2008,1,2,3,1332,1335,1609,1642,US,827,N251AY,217,247,197,-33,-3,SJU,PHL,1576,6,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1537,1540,1828,1844,US,1024,N274AY,231,244,201,-16,-3,SJU,PHL,1576,4,26,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,946,950,1224,1252,US,1996,N107US,218,242,197,-28,-4,SJU,PHL,1576,3,18,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2058,1930,2337,2227,US,1998,N246AY,219,237,189,70,88,SJU,PHL,1576,6,24,0,,0,3,0,0,0,67
2008,1,2,3,1033,1033,1210,1214,US,5,N667AW,97,101,75,-4,0,SLC,PHX,507,5,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2011,2015,2144,2153,US,18,N827AW,93,98,74,-9,-4,SLC,PHX,507,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1707,1715,1844,1855,US,500,N831AW,97,100,78,-11,-8,SLC,PHX,507,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,708,715,837,847,US,1574,N703UW,89,92,73,-10,-7,SLC,PHX,507,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1343,1340,1509,1512,US,1584,N103US,86,92,73,-3,3,SLC,PHX,507,3,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2048,2040,2210,2201,US,58,N838AW,82,81,60,9,8,SMF,LAS,397,5,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,939,940,1103,1100,US,322,N675AW,84,80,62,3,-1,SMF,LAS,397,12,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1408,1400,1534,1524,US,397,N307AW,86,84,67,10,8,SMF,LAS,397,5,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1318,1240,1559,1528,US,206,N813AW,101,108,85,31,38,SMF,PHX,647,4,12,0,,0,23,0,0,0,8
2008,1,2,3,549,600,839,850,US,347,N829AW,110,110,90,-11,-11,SMF,PHX,647,8,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1608,1610,1856,1902,US,359,N311AW,108,112,96,-6,-2,SMF,PHX,647,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1911,1902,2159,2155,US,368,N307AW,108,113,93,4,9,SMF,PHX,647,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,901,910,1202,1201,US,510,N826AW,121,111,94,1,-9,SMF,PHX,647,6,21,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1113,1115,1242,1224,US,16,N603AW,89,69,59,18,-2,SNA,LAS,226,8,22,0,,0,0,0,18,0,0
2008,1,2,3,753,755,900,909,US,126,N164AW,67,74,49,-9,-2,SNA,LAS,226,7,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2050,2100,2154,2209,US,134,N836AW,64,69,50,-15,-10,SNA,LAS,226,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1710,1722,1819,1829,US,138,N836AW,69,67,49,-10,-12,SNA,LAS,226,9,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1939,1944,2052,2050,US,242,N803AW,73,66,47,2,-5,SNA,LAS,226,9,17,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1633,1405,1742,1515,US,321,N629AW,69,70,46,147,148,SNA,LAS,226,7,16,0,,0,0,0,0,0,147
2008,1,2,3,645,646,922,915,US,250,N624AW,97,89,56,7,-1,SNA,PHX,338,5,36,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1303,1305,1515,1521,US,569,N637AW,72,76,53,-6,-2,SNA,PHX,338,9,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,645,645,911,914,US,590,N812AW,86,89,52,-3,0,SNA,PHX,338,5,29,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1909,1915,2126,2131,US,655,N315AW,77,76,49,-5,-6,SNA,PHX,338,7,21,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,947,950,1203,1208,US,659,N910AW,76,78,52,-5,-3,SNA,PHX,338,4,20,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1555,1555,1802,1810,US,665,N835AW,67,75,50,-8,0,SNA,PHX,338,3,14,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,833,650,1056,918,US,153,N640AW,203,208,174,98,103,STL,PHX,1262,11,18,0,,0,0,98,0,0,0
2008,1,2,3,1753,1748,2006,2016,US,371,N837AW,193,208,174,-10,5,STL,PHX,1262,7,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1500,1444,1709,1712,US,623,N626AW,189,208,171,-3,16,STL,PHX,1262,5,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1759,1730,2043,2019,US,1041,N922UW,224,229,208,24,29,STT,CLT,1520,6,10,0,,0,0,0,0,0,24
2008,1,2,3,1558,1600,1842,1907,US,1012,N200UU,224,247,208,-25,-2,STT,PHL,1605,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,818,825,1027,1033,US,1062,N737US,129,128,102,-6,-7,SYR,CLT,603,8,19,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1914,1900,2127,2107,US,1682,N752US,133,127,111,20,14,SYR,CLT,603,9,13,0,,0,3,0,6,0,11
2008,1,2,3,611,615,738,734,US,793,N766US,87,79,53,4,-4,SYR,DCA,298,2,32,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,712,715,837,830,US,1977,N753US,85,75,51,7,-3,SYR,PHL,228,3,31,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,841,845,1013,1020,US,1026,N916UW,92,95,75,-7,-4,TPA,CLT,508,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1051,1030,1222,1204,US,1128,N920UW,91,94,77,18,21,TPA,CLT,508,4,10,0,,0,18,0,0,0,0
2008,1,2,3,2007,1855,2158,2032,US,1246,N930UW,111,97,82,86,72,TPA,CLT,508,18,11,0,,0,0,0,14,0,72
2008,1,2,3,1535,1530,1712,1709,US,1256,N456UW,97,99,80,3,5,TPA,CLT,508,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1331,1330,1500,1506,US,1617,N938UW,89,96,74,-6,1,TPA,CLT,508,4,11,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,614,530,731,707,US,1759,N745VJ,77,97,67,24,44,TPA,CLT,508,4,6,0,,0,24,0,0,0,0
2008,1,2,3,1722,1720,1854,1859,US,1958,N435US,92,99,80,-5,2,TPA,CLT,508,5,7,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,713,700,901,835,US,1970,N930UW,108,95,86,26,13,TPA,CLT,508,6,16,0,,0,0,0,13,13,0
2008,1,2,3,1151,1150,1319,1328,US,1999,N191UW,88,98,76,-9,1,TPA,CLT,508,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,710,700,905,908,US,1080,N715UW,115,128,101,-3,10,TPA,DCA,814,2,12,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1112,1115,1304,1323,US,1468,N709UW,112,128,102,-19,-3,TPA,DCA,814,3,7,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1331,1335,1527,1544,US,1482,N715UW,116,129,103,-17,-4,TPA,DCA,814,4,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1844,1820,2040,2033,US,1724,N751UW,116,133,104,7,24,TPA,DCA,814,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,2036,2040,2235,2241,US,19,N658AW,299,301,280,-6,-4,TPA,LAS,1984,6,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,831,830,1049,1033,US,529,N650AW,318,303,295,16,1,TPA,LAS,1984,7,16,0,,0,1,0,15,0,0
2008,1,2,3,1701,1700,1923,1933,US,776,N439US,142,153,126,-10,1,TPA,PHL,920,3,13,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1940,1935,2155,2205,US,1044,N932UW,135,150,123,-10,5,TPA,PHL,920,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,2,3,1413,1415,1635,1645,US,1068,N183UW,142,150,123,-10,-2,TPA,PHL,920,4,15,0,,0,NA,NA,NA,NA,NA
